headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.identifier.0#text|metadata.mods.identifier.0@type|metadata.mods.identifier.1|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.holdingSimple.copyInformationshelfLocator|metadata.mods.locationphysicalLocation|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@type|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.name@authority|metadata.mods.name@valueURI|metadata.mods.namenamePart|metadata.mods.originInfo.dateCreated.0|metadata.mods.originInfo.dateCreated.1#text|metadata.mods.originInfo.dateCreated.1@encoding|metadata.mods.originInfo.dateCreated.1@keyDate|metadata.mods.originInfo.dateCreated.1@point|metadata.mods.originInfo.dateCreated.1@qualifier|metadata.mods.originInfo.dateCreated.2#text|metadata.mods.originInfo.dateCreated.2@encoding|metadata.mods.originInfo.dateCreated.2@keyDate|metadata.mods.originInfo.dateCreated.2@point|metadata.mods.originInfo.place.0.placeTerm#text|metadata.mods.originInfo.place.0.placeTerm@type|metadata.mods.originInfo.place.0@supplied|metadata.mods.originInfo.place.1.placeTerm#text|metadata.mods.originInfo.place.1.placeTerm@type|metadata.mods.originInfo.place.1@supplied|metadata.mods.originInfo.place.2.placeTerm#text|metadata.mods.originInfo.place.2.placeTerm@type|metadata.mods.originInfo.place.2@supplied|metadata.mods.originInfo.place.3.placeTerm#text|metadata.mods.originInfo.place.3.placeTerm@type|metadata.mods.originInfo.place.3@supplied|metadata.mods.originInfo.place.placeTerm#text|metadata.mods.originInfo.place.placeTerm@type|metadata.mods.originInfo.place@supplied|metadata.mods.originInfodateIssued|metadata.mods.originInfopublisher|metadata.mods.physicalDescription.form#text|metadata.mods.physicalDescription.form@authority|metadata.mods.physicalDescription.form@valueURI|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInforecordContentSource|metadata.mods.recordInforecordIdentifier|metadata.mods.recordInforecordOrigin|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.identifier#text|metadata.mods.relatedItem.1.identifier@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.subject.0.name@authority|metadata.mods.subject.0.name@valueURI|metadata.mods.subject.0.namenamePart|metadata.mods.subject.0@authority|metadata.mods.subject.0@valueURI|metadata.mods.subject.0topic|metadata.mods.subject.1.cartographicscoordinates|metadata.mods.subject.1.geographic#text|metadata.mods.subject.1.geographic@authority|metadata.mods.subject.1.geographic@valueURI|metadata.mods.subject.1.name@authority|metadata.mods.subject.1.name@valueURI|metadata.mods.subject.1.namenamePart|metadata.mods.subject.1@authority|metadata.mods.subject.1@valueURI|metadata.mods.subject.1geographic|metadata.mods.subject.1topic|metadata.mods.subject.2.cartographicscoordinates|metadata.mods.subject.2.name@authority|metadata.mods.subject.2.name@valueURI|metadata.mods.subject.2.namenamePart|metadata.mods.subject.2geographic|metadata.mods.subject.2topic|metadata.mods.subject.3.namenamePart|metadata.mods.subject.cartographicscoordinates|metadata.mods.subject.name@authority|metadata.mods.subject.name@valueURI|metadata.mods.subject.namenamePart|metadata.mods.subjectgeographic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modsnote|metadata.modstypeOfResource
2018-05-03T23:05:06Z|oai:utklib:tenncities_316|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000416_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A316|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1880 - 1930|1880|edtf|yes|start|    |1930|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4072|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh87002049|Railroads--Tennessee|    |    |    |    |    |    |    |    |    |    |Tennessee--Pictorial works|    |    |    |    |    |    |    |    |    |    |    |    |    |Train in the Tennessee Countryside|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|View of an unidentified passenger train in the Tennessee countryside.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_317|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000417_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A317|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n78030817|Thompson, James Edward, 1880-1976|1914 - 1930|1914|edtf|yes|start|    |1930|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |253 West Bute Street, Norfolk, VA 23510|text|yes|1978|Donning Company|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4073|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |    |    |    |    |    |    |    |Marble--Tennessee|    |    |    |    |    |    |    |    |    |    |    |    |    |Candoro Marble Polishing Beds|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The J.J. Craig Company founded the Candoro Marble Works in South Knoxville in 1914. This business finished marble blocks taken from quarries in Knox, Blount, and Loudon counties in addition to marble imported from around the world. At its peak, it employed about 140 people.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_318|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000418_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A318|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n78030817|Thompson, James Edward, 1880-1976|1913 - 1971|1913|edtf|yes|start|    |1971|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |253 West Bute Street, Norfolk, VA 23510|text|yes|1978|Donning Company|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4074|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |    |    |    |    |    |    |    |Mines and mineral resources--Tennessee|    |    |    |    |    |    |    |    |    |    |    |    |    |American Limestone Company Mine|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The American Limestone Company was established in 1913 to process some of the rock generated by the zinc mines near Knoxville. In 1971, the American Smelting and Refining Company (ASARCO) bought the American Limestone Company, including all four of its Knoxville mines. It continues to process limestone in East Tennessee today.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_319|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000419_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A319|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1909|1909|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4075|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Public Schools|    |    |    |    |    |    |    |    |    |    |Knoxville (Tenn.)--Pictorial Works|    |    |    |    |    |    |    |    |    |    |    |    |    |Knoxville High School Class|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Knoxville High School's class of 1909 with their teacher, Miss Williams. The students' names are listed on the image's reverse side.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_320|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000420_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A320|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1898 - 1899|1898|edtf|yes|start|    |1899|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4076|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |    |    |    |Street-railroads--Tennessee--Knoxville|    |    |    |    |    |    |    |    |    |    |    |    |    |Turner Park Trolley|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|View of an electric streetcar on Knoxville's Lonsdale Line (later called the Washington Avenue Line). This photograph was taken shortly after the electrification of Knoxville's streetcar lines and the formation of the Knoxville Traction Company.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_321|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000421_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A321|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1898 - 1899|1898|edtf|yes|start|    |1899|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4077|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |View of a Knoxville Backyard|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|View of an unidentified Knoxville backyard during the winter of 1898-1899.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_322|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000422_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A322|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Hyde, Victor Albert, 1913-|1939|1939|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Knoxville, Tennessee|text|yes|1939|University of Tennessee|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4078|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Economic Conditions|    |    |    |    |    |    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |    |    |    |    |    |    |Laundry Day in the Lane Street Slums|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|View of laundry day in Knoxville's Lane Street slums. According to Hyde, this area represents a C-type community%3A one occupied by caucasians where the total value of the property is $2500 or less. In 1939, the Knoxville Housing Authority was in the process of eliminating such areas as part of a slum clearance program.|    |still image
2018-05-03T23:05:07Z|oai:utklib:tenncities_323|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000423_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A323|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Hyde, Victor Albert, 1913-|1939|1939|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Knoxville, Tennessee|text|yes|1939|University of Tennessee|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4079|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh87002049|    |Railroads--Tennessee|    |    |    |    |    |    |    |    |    |    |    |    |    |Louisville & Nashville Railroad Yards and Terminals|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|View of the Louisville & Nashville Railroad yards and terminals. The Commonwealth of Kentucky granted the L&N a charter on March 5, 1850 and the Tennessee State Legislature authorized the railroad's extension to Nashville on December 4, 1851. The railroad began expanding after the Civil War and eventually reached such cities as Knoxville (Tennessee), Montgomery (Alabama), Norton (Virginia), and New Orleans (Louisiana). By the time the Seabord Coastline Railroad bought the L&N in 1971, it operated 6,574 miles of track in 13 states.|    |still image
2018-05-03T23:05:08Z|oai:utklib:tenncities_324|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000424_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A324|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1845 - 1885|1845|edtf|yes|start|    |1885|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |500 West Church Avenue, Knoxville, TN 37902|text|yes|1976|East Tennessee Historical Society|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4080|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Pictorial Works|    |    |    |    |    |    |    |    |    |    |African Americans--Tennessee--Knoxville|    |    |    |    |    |    |    |    |    |    |    |    |    |"Water Merchant Richard ""Uncle Dick"" Payne"|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Richard ""Uncle Dick"" Payne (1813-1885) sold water to Knoxvillians from his two-wheeled cart from 1845 until his death in 1885. He was an extremely popular merchant and is generally recognized as Knoxville's first ""water works."" Payne Street (in the Reservoir Hill area) is named in his honor."|    |still image
2018-05-03T23:05:08Z|oai:utklib:tenncities_325|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000425_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A325|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|05/01/90|1990-05-01|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |500 West Church Avenue, Knoxville, TN 37902|text|yes|1976|East Tennessee Historical Society|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4081|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |    |    |    |Street-railroads--Tennessee--Knoxville|    |    |    |    |    |    |    |    |    |    |    |    |    |First Electric Streetcar to Lake Ottosee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Although Knoxville's streetcar system was established in 1876, electric streetcars did not arrive until 1890 when W.C. McAdoo Jr. consolidated the existing streetcar lines into the Knoxville Electric Streetcar Company. McAdoo electrified four lines in all: the Lake Ottosee Line, the Park Avenue Line, the Washington Avenue Line, and the Broadway Line. The streetcar in this image was the first to run on the electrified lines.|    |still image
2018-05-03T23:05:08Z|oai:utklib:tenncities_326|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000426_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A326|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|06/03/83|1983-06-03|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |500 West Church Avenue, Knoxville, TN 37902|text|yes|1976|East Tennessee Historical Society|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4082|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh87002049|    |Railroads--Tennessee|    |    |    |    |    |    |    |    |    |    |    |    |    |First Through Train to Knoxville|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|This train, which came from Louisville, Kentucky on the East Tennessee, Virginia & Georgia Railroad, was the first through train to arrive in Knoxville. The ETV&G was formed when the East Tennessee & Georgia Railroad merged with the East Tennessee & Virginia Railroad in 1869. The new railroad expanded significantly before merging with the Richmond and Danville Railroad to form the Southern Railway in 1895.|    |still image
2018-05-03T23:05:08Z|oai:utklib:tenncities_327|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000427_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A327|zxx|iso639-2b|code|Box 2, Folder 5|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1897|1897|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |253 West Bute Street, Norfolk, VA 23510|text|yes|1978|Donning Company|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4083|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |    |    |    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |    |    |    |    |    |    |Baum's Flower Shop|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Mary Baum, Minnie Baum, and Mr. Wood (general agent for the Tennessee Central Railroad Office) in front of C.L. Baum's florist shop. German immigrant Charles L. Baum (Mary and Minnie's father) opened this extremely successful business in 1889 at 319 W. Clinch Avenue.|    |still image
2018-05-03T23:05:08Z|oai:utklib:tenncities_328|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000428_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A328|zxx|iso639-2b|code|Box 2, Folder 6|University of Tennessee, Knoxville. Special Collections|    |    |    |    |    |    |    |1910|1910|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4084|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |    |    |    |    |    |    |    |    |    |Exhibitions--Tennessee--Knoxville|    |    |    |    |    |    |    |    |    |    |    |    |    |Appalachian Exposition Administration Building|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The 1910 Appalachian Exposition was held from September 12 to October 12 in Knoxville's Chilhowee Park. The first of its kind in Appalachia, the Fair was intended to demonstrate Southern progress in industry and commerce and to advocate the preservation of the area's natural resources. The fair did not, however, achieve its broader goal: to turn Knoxville into a model New South city.|    |still image
2018-05-03T23:05:08Z|oai:utklib:tenncities_329|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000429_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A329|zxx|iso639-2b|code|Box 2, Folder 6|University of Tennessee, Knoxville. Special Collections|    |    |    |    |    |    |    |1907|1907|edtf|yes|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |500 West Church Avenue, Knoxville, TN 37902|text|yes|1991|East Tennessee Historical Society|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4085|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Knoxville (Tenn.)--Aerial Views|    |    |    |    |    |    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |naf|http://id.loc.gov/authorities/names/n97107985|Raphael Tuck & Sons|    |    |    |    |    |    |    |    |    |Aerial View of Knoxville|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Aerial view of Knoxville published by Raphael Tuck & Sons, ""art publishers to their majesties the King and Queen."" Visible are the third Gay Street Bridge, the Tennessee River, the Courthouse, and the First Baptist Church's spire."|    |still image
2018-05-03T23:05:09Z|oai:utklib:tenncities_330|collections_tenncities|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000067_000430_0001|local|https://digital.lib.utk.edu/collections/islandora/object/tenncities%3A330|zxx|iso639-2b|code|Box 2, Folder 6|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Thompsons Incorporated|1942 - 1963|1942|edtf|yes|start|    |1963|edtf|yes|end|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4086|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0951|local|Photographs of Tennessee Cities Collection|Collection|host|    |    |    |    |    |Hotels--Tennessee--Knoxville|    |    |    |    |    |    |    |    |    |    |Knoxville (Tenn.)--Buildings, structures, etc.|    |naf|http://id.loc.gov/authorities/names/n2013185885|Graycraft Card Co.|    |    |    |    |    |    |    |    |    |Hotel Andrew Johnson|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The Andrew Johnson Hotel opened on Gay Street in 1929 and prospered throughout the Great Depression. Its numerous guests included Jean Paul Sarte, Duke Ellington, Amelia Erhart, Liberace, Tony Perkins, and Sergei Rachmaninoff. Knox County purchased the building in 1990, and is considering selling the property for a mix of residential and commercial uses as of June 2007.|    |still image
